"Product","Mean","Median","Date"
"Razor blades",5.174609,5.19,"2007-01-01"
"Kerosene",304.1071,302.4,"2007-01-01"
".",4.205841,3.9,"2007-01-01"
"Softback book",5.616923,4.99,"2007-01-01"
"Softback book",6.674028,7.99,"2007-02-01"
"Oil",6.807869,6.59,"2007-02-01"
"Men's hair'",10.493,9,"2007-02-01"
".",4.206744,3.95,"2007-02-01"
"Kerosene",310.035,309.44,"2007-02-01"
"Hardback book",14.2098,14.99,"2007-02-01"
"Women's hair'",24.75369,23.875,"2007-02-01"
"Razor blades",5.32,5.19,"2007-02-01"
"Hardback book",13.98429,15,"2007-03-01"
"Softback book",6.618138,7.99,"2007-03-01"
"Kerosene",321.3346,319.73,"2007-03-01"
"Razor blades",5.33,5.28,"2007-03-01"
"Women's hair'",24.69942,23,"2007-03-01"
"Oil",6.786048,6.515,"2007-03-01"
"Men's hair'",11.88411,9,"2007-03-01"
".",4.210047,3.975,"2007-03-01"
".",4.235407,3.95,"2007-04-01"
"Razor blades",5.670565,5.495,"2007-04-01"
"Softback book",6.221389,6.99,"2007-04-01"
"Kerosene",334.2512,330.75,"2007-04-01"
"Oil",6.805862,6.51,"2007-04-01"
"Men's hair'",12.04462,9,"2007-04-01"
"Women's hair'",24.98989,24,"2007-04-01"
"Hardback book",13.4909,14.99,"2007-04-01"
"Softback book",6.106405,6.99,"2007-05-01"
"Men's hair'",12.36521,9.5,"2007-05-01"
".",4.261165,4,"2007-05-01"
"Oil",6.732213,6.51,"2007-05-01"
"Women's hair'",25.09093,24,"2007-05-01"
"Razor blades",5.625038,5.49,"2007-05-01"
"Hardback book",13.9111,14.99,"2007-05-01"
"Kerosene",333.6597,330.645,"2007-05-01"
"Men's hair'",12.45632,9.5,"2007-06-01"
"Oil",6.870932,6.845,"2007-06-01"
"Softback book",6.207134,6.99,"2007-06-01"
"Women's hair'",25.39713,24,"2007-06-01"
".",4.288221,4,"2007-06-01"
"Hardback book",13.02804,12.99,"2007-06-01"
"Razor blades",5.698062,5.49,"2007-06-01"
"Kerosene",341.3585,339.045,"2007-06-01"
"Men's hair'",12.42233,9.5,"2007-07-01"
"Softback book",6.691069,6.99,"2007-07-01"
"Oil",6.904958,6.99,"2007-07-01"
".",4.355419,4,"2007-07-01"
"Women's hair'",25.55075,24,"2007-07-01"
"Razor blades",5.653893,5.49,"2007-07-01"
"Hardback book",13.23509,12.99,"2007-07-01"
"Kerosene",349.4718,345.98,"2007-07-01"
"Women's hair'",25.43916,24,"2007-08-01"
"Kerosene",341.8863,339.99,"2007-08-01"
"Oil",6.917567,6.99,"2007-08-01"
".",4.366827,4,"2007-08-01"
"Hardback book",13.3024,12.99,"2007-08-01"
"Men's hair'",12.42472,9.5,"2007-08-01"
"Softback book",6.816776,6.99,"2007-08-01"
"Razor blades",5.578268,5.49,"2007-08-01"
"Kerosene",365.8395,364.88,"2007-09-01"
"Softback book",6.779707,6.99,"2007-09-01"
"Hardback book",14.33385,14.99,"2007-09-01"
"Razor blades",5.557813,5.49,"2007-09-01"
"Women's hair'",25.49072,24,"2007-09-01"
"Men's hair'",12.42165,9.5,"2007-09-01"
".",4.369231,4,"2007-09-01"
"Oil",6.898677,6.99,"2007-09-01"
"Oil",6.868387,6.99,"2007-10-01"
"Women's hair'",25.78461,24.45,"2007-10-01"
"Softback book",6.892098,7.49,"2007-10-01"
"Razor blades",5.623478,5.49,"2007-10-01"
".",4.382767,4,"2007-10-01"
"Kerosene",380.2266,378.11,"2007-10-01"
"Men's hair'",12.6124,9.5,"2007-10-01"
"Hardback book",13.39227,14,"2007-10-01"
"Women's hair'",25.72321,24,"2007-11-01"
"Hardback book",12.14799,12,"2007-11-01"
".",4.393478,4,"2007-11-01"
"Softback book",6.854186,6.99,"2007-11-01"
"Kerosene",435.6201,429.45,"2007-11-01"
"Oil",6.909496,6.99,"2007-11-01"
"Razor blades",5.632782,5.49,"2007-11-01"
"Men's hair'",12.66475,9.5,"2007-11-01"
"Softback book",6.692327,7.99,"2007-12-01"
"Kerosene",429.3253,429.45,"2007-12-01"
".",4.402632,4,"2007-12-01"
"Oil",6.893719,6.99,"2007-12-01"
"Men's hair'",12.61962,9.5,"2007-12-01"
"Hardback book",12.84506,12.99,"2007-12-01"
"Women's hair'",25.73531,24,"2007-12-01"
"Razor blades",5.744776,5.495,"2007-12-01"
"Women's hair'",25.62918,24,"2008-01-01"
"Kerosene",446.5899,443.255,"2008-01-01"
"Hardback book",11.02069,9.5,"2008-01-01"
"Softback book",6.915705,7.99,"2008-01-01"
".",4.434596,4,"2008-01-01"
"Men's hair'",12.73891,9.625,"2008-01-01"
"Razor blades",5.688897,5.49,"2008-01-01"
"Oil",7.132437,6.99,"2008-01-01"
"Hardback book",14.89878,16,"2008-02-01"
"Kerosene",452.7629,446.25,"2008-02-01"
"Women's hair'",26.31358,25,"2008-02-01"
"Razor blades",5.748931,5.55,"2008-02-01"
"Men's hair'",13.31225,10,"2008-02-01"
"Softback book",6.824214,7.99,"2008-02-01"
"Oil",6.779832,6.99,"2008-02-01"
".",4.432071,4,"2008-02-01"
"Razor blades",5.824048,5.49,"2008-03-01"
".",4.436869,4.025,"2008-03-01"
"Oil",6.682857,6.99,"2008-03-01"
"Women's hair'",26.71762,25,"2008-03-01"
"Men's hair'",13.54008,10,"2008-03-01"
"Hardback book",13.86127,12.99,"2008-03-01"
"Kerosene",514.5585,510.83,"2008-03-01"
"Softback book",6.8088,7.99,"2008-03-01"
"Women's hair'",26.82748,25,"2008-04-01"
"Softback book",6.666312,6.99,"2008-04-01"
"Kerosene",571.3387,560.965,"2008-04-01"
"Oil",6.783909,6.99,"2008-04-01"
"Men's hair'",13.63456,10,"2008-04-01"
"Hardback book",13.27012,12.99,"2008-04-01"
".",4.493487,4.1,"2008-04-01"
"Razor blades",5.80233,5.59,"2008-04-01"
"Softback book",6.560255,6.99,"2008-05-01"
"Women's hair'",27.00076,25,"2008-05-01"
"Oil",7.053889,6.99,"2008-05-01"
"Hardback book",13.65915,14.99,"2008-05-01"
"Razor blades",5.851752,5.99,"2008-05-01"
"Kerosene",624.382,614.25,"2008-05-01"
".",4.524897,4.2,"2008-05-01"
"Men's hair'",13.77868,10,"2008-05-01"
"Oil",7.199454,7.27,"2008-06-01"
"Women's hair'",27.15623,25,"2008-06-01"
".",4.589945,4.2,"2008-06-01"
"Razor blades",5.8674,5.97,"2008-06-01"
"Kerosene",644.8469,638.19,"2008-06-01"
"Men's hair'",13.63049,10,"2008-06-01"
"Softback book",6.403666,6.99,"2008-06-01"
"Hardback book",14.77913,14.99,"2008-06-01"
"Oil",7.310351,7.29,"2008-07-01"
"Men's hair'",13.67414,10,"2008-07-01"
"Women's hair'",27.15095,25,"2008-07-01"
"Hardback book",14.64745,15,"2008-07-01"
"Softback book",6.717382,6.99,"2008-07-01"
"Kerosene",682.3238,671.48,"2008-07-01"
"Razor blades",6.0099,5.99,"2008-07-01"
".",4.612459,4.2,"2008-07-01"
"Softback book",6.838092,7.99,"2008-08-01"
".",4.614804,4.2,"2008-08-01"
"Oil",7.472212,7.49,"2008-08-01"
"Men's hair'",13.7234,10,"2008-08-01"
"Hardback book",13.91513,14.99,"2008-08-01"
"Razor blades",6.026224,5.99,"2008-08-01"
"Women's hair'",27.32176,25,"2008-08-01"
"Kerosene",574.2253,556.5,"2008-08-01"
"Softback book",6.623,6.99,"2008-09-01"
"Razor blades",6.30094,5.99,"2008-09-01"
"Hardback book",13.99776,14.99,"2008-09-01"
".",4.641854,4.25,"2008-09-01"
"Kerosene",557.9506,546,"2008-09-01"
"Oil",7.348772,7.49,"2008-09-01"
"Men's hair'",13.61335,10,"2008-09-01"
"Women's hair'",27.28843,25,"2008-09-01"
"Oil",7.429512,7.49,"2008-10-01"
"Razor blades",6.309113,6.12,"2008-10-01"
"Kerosene",475.9941,469.35,"2008-10-01"
"Men's hair'",13.69176,10,"2008-10-01"
"Women's hair'",27.46977,25,"2008-10-01"
"Hardback book",12.31462,12.99,"2008-10-01"
"Softback book",6.881625,7.99,"2008-10-01"
".",4.636313,4.25,"2008-10-01"
"Razor blades",6.29775,6.235,"2008-11-01"
"Softback book",6.968711,7.99,"2008-11-01"
"Men's hair'",13.89582,10,"2008-11-01"
"Kerosene",437.4687,431.235,"2008-11-01"
"Hardback book",11.43213,10,"2008-11-01"
"Oil",7.772619,7.99,"2008-11-01"
"Women's hair'",27.46428,25,"2008-11-01"
".",4.647486,4.2,"2008-11-01"
"Razor blades",6.092699,6.055,"2008-12-01"
"Men's hair'",13.91304,10,"2008-12-01"
"Softback book",7.236296,7.99,"2008-12-01"
"Kerosene",397.1625,394.225,"2008-12-01"
"Women's hair'",27.71605,25.9,"2008-12-01"
".",4.647965,4.2,"2008-12-01"
"Hardback book",10.55302,9.5,"2008-12-01"
"Oil",7.641316,7.82,"2008-12-01"
"Women's hair'",27.88603,26,"2009-01-01"
"Oil",7.728435,7.82,"2009-01-01"
".",4.696342,4.275,"2009-01-01"
"Razor blades",6.21144,6.29,"2009-01-01"
"Hardback book",9.715955,9.49,"2009-01-01"
"Softback book",7.815899,7.99,"2009-01-01"
"Kerosene",390.942,387.98,"2009-01-01"
"Men's hair'",13.81519,10,"2009-01-01"
"Oil",7.544272,7.49,"2009-02-01"
"Softback book",8.12711,8.99,"2009-02-01"
"Hardback book",14.73096,15.99,"2009-02-01"
"Kerosene",371.3825,367.4,"2009-02-01"
"Women's hair'",28.03221,26,"2009-02-01"
"Razor blades",6.265351,6.75,"2009-02-01"
".",4.690606,4.3,"2009-02-01"
"Men's hair'",13.70115,10,"2009-02-01"
".",4.702994,4.4,"2009-03-01"
"Oil",7.759043,7.82,"2009-03-01"
"Razor blades",6.294016,6.79,"2009-03-01"
"Hardback book",13.66101,12.99,"2009-03-01"
"Kerosene",339.3992,329.7,"2009-03-01"
"Softback book",7.657124,8.99,"2009-03-01"
"Men's hair'",13.55473,10,"2009-03-01"
"Women's hair'",27.80606,26,"2009-03-01"
".",4.751488,4.4,"2009-04-01"
"Softback book",7.265061,7.99,"2009-04-01"
"Men's hair'",13.66936,10,"2009-04-01"
"Kerosene",350.2307,346.5,"2009-04-01"
"Women's hair'",27.90586,26,"2009-04-01"
"Oil",7.921653,7.99,"2009-04-01"
"Hardback book",13.13027,12.99,"2009-04-01"
"Razor blades",6.393516,6.75,"2009-04-01"
"Hardback book",11.31924,10.99,"2009-05-01"
"Women's hair'",27.98249,26,"2009-05-01"
".",4.771257,4.45,"2009-05-01"
"Oil",7.927934,7.99,"2009-05-01"
"Razor blades",6.353923,6.75,"2009-05-01"
"Softback book",7.196807,7.99,"2009-05-01"
"Kerosene",349.7199,345.98,"2009-05-01"
"Men's hair'",13.79876,10,"2009-05-01"
"Softback book",7.077018,7.99,"2009-06-01"
"Razor blades",6.412615,6.69,"2009-06-01"
"Hardback book",11.13605,10.99,"2009-06-01"
".",4.795152,4.45,"2009-06-01"
"Kerosene",385.1773,381.68,"2009-06-01"
"Men's hair'",13.7817,10,"2009-06-01"
"Oil",7.946667,7.99,"2009-06-01"
"Women's hair'",28.02802,26,"2009-06-01"
"Kerosene",352.7798,347.55,"2009-07-01"
"Softback book",7.390503,7.99,"2009-07-01"
"Oil",7.840085,7.82,"2009-07-01"
"Women's hair'",28.12952,26,"2009-07-01"
"Razor blades",6.575037,6.84,"2009-07-01"
"Men's hair'",13.79513,10,"2009-07-01"
".",4.778623,4.45,"2009-07-01"
"Hardback book",12.42835,12.99,"2009-07-01"
"Kerosene",382.2664,383.25,"2009-08-01"
"Hardback book",13.07697,13.99,"2009-08-01"
".",4.775928,4.5,"2009-08-01"
"Softback book",7.452322,7.99,"2009-08-01"
"Women's hair'",28.19068,26.225,"2009-08-01"
"Men's hair'",14.01962,10,"2009-08-01"
"Razor blades",6.543358,6.84,"2009-08-01"
"Oil",7.979833,7.99,"2009-08-01"
"Razor blades",6.579489,6.84,"2009-09-01"
"Men's hair'",13.71738,10,"2009-09-01"
"Hardback book",14.53531,14.99,"2009-09-01"
".",4.773706,4.5,"2009-09-01"
"Softback book",7.092171,7.99,"2009-09-01"
"Women's hair'",28.16227,26,"2009-09-01"
"Kerosene",375.5817,373.38,"2009-09-01"
"Oil",8.064546,7.99,"2009-09-01"
"Softback book",7.083205,7.99,"2009-10-01"
".",4.811286,4.5,"2009-10-01"
"Men's hair'",13.86474,10,"2009-10-01"
"Women's hair'",28.15259,26,"2009-10-01"
"Oil",8.450564,7.99,"2009-10-01"
"Hardback book",13.11245,13,"2009-10-01"
"Kerosene",402.2056,398.74,"2009-10-01"
"Razor blades",6.395625,6.485,"2009-10-01"
"Razor blades",6.322937,6.35,"2009-11-01"
"Oil",8.512232,7.99,"2009-11-01"
"Men's hair'",13.9487,10,"2009-11-01"
".",4.842262,4.5,"2009-11-01"
"Kerosene",408.6086,404.25,"2009-11-01"
"Women's hair'",28.37739,26,"2009-11-01"
"Hardback book",11.41193,10,"2009-11-01"
"Softback book",6.929,7.99,"2009-11-01"
".",4.82994,4.5,"2009-12-01"
"Razor blades",6.642867,6.84,"2009-12-01"
"Hardback book",11.15077,10,"2009-12-01"
"Kerosene",421.8058,417.115,"2009-12-01"
"Men's hair'",13.97073,10,"2009-12-01"
"Women's hair'",28.4844,26.475,"2009-12-01"
"Oil",8.475714,7.99,"2009-12-01"
"Softback book",6.972345,7.99,"2009-12-01"
"Men's hair'",13.83576,10,"2010-01-01"
"Kerosene",512.656,504.42,"2010-01-01"
".",4.857812,4.5,"2010-01-01"
"Oil",8.417823,7.99,"2010-01-01"
"Softback book",7.311779,7.99,"2010-01-01"
"Hardback book",12.04313,10,"2010-01-01"
"Razor blades",6.746521,6.84,"2010-01-01"
"Women's hair'",28.18794,26,"2010-01-01"
".",4.870497,4.55,"2010-02-01"
"Oil",8.438679,8.24,"2010-02-01"
"Women's hair'",28.88132,27,"2010-02-01"
"Razor blades",6.791405,6.84,"2010-02-01"
"Hardback book",15.25589,16,"2010-02-01"
"Softback book",6.995643,6.99,"2010-02-01"
"Men's hair'",13.97411,10,"2010-02-01"
"Kerosene",448.173,438.9,"2010-02-01"
"Oil",8.55991,8.5,"2010-03-01"
"Razor blades",6.812857,6.84,"2010-03-01"
"Men's hair'",14.20592,10,"2010-03-01"
"Kerosene",470.2173,468.3,"2010-03-01"
"Women's hair'",29.19746,27,"2010-03-01"
"Softback book",6.878767,6.99,"2010-03-01"
".",4.875926,4.55,"2010-03-01"
"Hardback book",14.07431,13.99,"2010-03-01"
"Softback book",6.756455,6.99,"2010-04-01"
"Kerosene",484.8184,480.38,"2010-04-01"
".",4.891411,4.55,"2010-04-01"
"Women's hair'",29.25664,26.9,"2010-04-01"
"Men's hair'",14.21769,10,"2010-04-01"
"Hardback book",14.32884,14.99,"2010-04-01"
"Oil",8.661712,8.5,"2010-04-01"
"Razor blades",6.933333,6.84,"2010-04-01"
"Oil",8.480467,8.59,"2010-05-01"
"Kerosene",480.0711,473.55,"2010-05-01"
"Razor blades",7.012813,6.84,"2010-05-01"
"Softback book",6.933533,6.99,"2010-05-01"
"Hardback book",14.47702,14.99,"2010-05-01"
"Women's hair'",29.39824,27,"2010-05-01"
"Men's hair'",14.31027,10,"2010-05-01"
".",4.906442,4.55,"2010-05-01"
"Softback book",7.166562,7.99,"2010-06-01"
"Oil",8.769636,8.5,"2010-06-01"
"Women's hair'",29.49444,27,"2010-06-01"
"Razor blades",6.937573,6.84,"2010-06-01"
"Kerosene",466.601,461.48,"2010-06-01"
"Hardback book",13.57297,12.99,"2010-06-01"
"Men's hair'",14.45759,10,"2010-06-01"
".",4.921779,4.6,"2010-06-01"
"Men's hair'",14.46285,10,"2010-07-01"
"Razor blades",7.00875,6.84,"2010-07-01"
".",4.940964,4.6,"2010-07-01"
"Women's hair'",29.25853,27,"2010-07-01"
"Softback book",7.270921,7.99,"2010-07-01"
"Oil",8.538181,8.49,"2010-07-01"
"Hardback book",13.93944,13.99,"2010-07-01"
"Kerosene",457.2816,446.15,"2010-07-01"
"Softback book",7.34098,7.99,"2010-08-01"
".",4.954491,4.6,"2010-08-01"
"Razor blades",6.976666,6.84,"2010-08-01"
"Oil",8.767607,8.5,"2010-08-01"
"Women's hair'",29.64156,28,"2010-08-01"
"Kerosene",455.1562,448.87,"2010-08-01"
"Hardback book",14.41889,14.99,"2010-08-01"
"Men's hair'",14.57328,10,"2010-08-01"
"Softback book",7.381034,7.99,"2010-09-01"
"Men's hair'",14.44563,10.375,"2010-09-01"
"Razor blades",6.712143,6.84,"2010-09-01"
"Oil",8.978241,8.690001,"2010-09-01"
".",4.984451,4.65,"2010-09-01"
"Kerosene",459.6571,451.4,"2010-09-01"
"Hardback book",15.00704,15,"2010-09-01"
"Women's hair'",29.64337,28,"2010-09-01"
"Women's hair'",29.42414,28,"2010-10-01"
"Razor blades",6.523208,6.52,"2010-10-01"
"Softback book",7.298679,7.99,"2010-10-01"
"Oil",8.548974,8.49,"2010-10-01"
".",4.996584,4.6,"2010-10-01"
"Hardback book",13.46368,13,"2010-10-01"
"Men's hair'",14.33139,10.5,"2010-10-01"
"Kerosene",475.2148,467.25,"2010-10-01"
".",4.992945,4.6,"2010-11-01"
"Women's hair'",29.63295,28,"2010-11-01"
"Razor blades",6.7,6.79,"2010-11-01"
"Oil",8.724999,8.99,"2010-11-01"
"Men's hair'",14.40541,10.5,"2010-11-01"
"Kerosene",493.3146,482.79,"2010-11-01"
"Hardback book",11.67959,10,"2010-11-01"
"Softback book",7.048553,7.99,"2010-11-01"
"Men's hair'",14.41554,10.5,"2010-12-01"
"Hardback book",12.36901,13,"2010-12-01"
"Women's hair'",29.8,28,"2010-12-01"
"Razor blades",6.622797,6.75,"2010-12-01"
".",4.987346,4.6,"2010-12-01"
"Oil",8.844087,8.99,"2010-12-01"
"Softback book",7.048141,7.99,"2010-12-01"
"Kerosene",664.9279,663.865,"2010-12-01"
"Oil",8.752946,8.99,"2011-01-01"
"Kerosene",629.9915,630,"2011-01-01"
"Softback book",7.101519,7.99,"2011-01-01"
"Hardback book",11.02162,10,"2011-01-01"
"Men's hair'",14.45351,10.5,"2011-01-01"
".",5.12468,4.8,"2011-01-01"
"Razor blades",6.834876,6.84,"2011-01-01"
"Women's hair'",30.17515,28,"2011-01-01"
"Razor blades",7.281604,6.915,"2011-02-01"
".",5.145223,4.8,"2011-02-01"
"Kerosene",583.1622,574.35,"2011-02-01"
"Women's hair'",29.74324,28,"2011-02-01"
"Hardback book",16.96069,20,"2011-02-01"
"Oil",9.032434,9.19,"2011-02-01"
"Men's hair'",13.89424,10.5,"2011-02-01"
"Softback book",7.469801,7.99,"2011-02-01"
"Oil",9.065398,8.99,"2011-03-01"
"Razor blades",7.21925,6.94,"2011-03-01"
"Hardback book",16.93495,20,"2011-03-01"
"Men's hair'",13.98077,10.5,"2011-03-01"
"Softback book",7.596111,7.99,"2011-03-01"
"Women's hair'",29.8397,28,"2011-03-01"
"Kerosene",631.2938,624.75,"2011-03-01"
".",5.141358,4.8,"2011-03-01"
"Hardback book",15.15,14.99,"2011-04-01"
".",5.151563,4.85,"2011-04-01"
"Razor blades",7.32232,7.04,"2011-04-01"
"Women's hair'",29.98833,28,"2011-04-01"
"Softback book",7.953757,7.99,"2011-04-01"
"Men's hair'",14.03057,10.5,"2011-04-01"
"Kerosene",656.6892,645.38,"2011-04-01"
"Oil",8.977203,8.99,"2011-04-01"
"Women's hair'",30.2195,28.7,"2011-05-01"
"Hardback book",14.45359,15,"2011-05-01"
"Oil",9.137627,9.09,"2011-05-01"
"Softback book",7.605722,7.99,"2011-05-01"
"Kerosene",610.6779,598.4,"2011-05-01"
"Razor blades",7.122556,6.84,"2011-05-01"
"Men's hair'",14.14611,11,"2011-05-01"
".",5.17,4.875,"2011-05-01"
"Oil",9.066422,8.99,"2011-06-01"
".",5.173885,4.85,"2011-06-01"
"Men's hair'",14.14165,11,"2011-06-01"
"Softback book",7.385185,7.99,"2011-06-01"
"Hardback book",13.20063,12.99,"2011-06-01"
"Kerosene",620.7057,609.5,"2011-06-01"
"Women's hair'",30.31708,28.9,"2011-06-01"
"Razor blades",7.177612,6.89,"2011-06-01"
"Hardback book",13.89852,15,"2011-07-01"
"Oil",9.270495,8.99,"2011-07-01"
"Kerosene",614.1655,612.52,"2011-07-01"
".",5.19434,4.85,"2011-07-01"
"Women's hair'",30.34258,28.9,"2011-07-01"
"Softback book",7.839679,7.99,"2011-07-01"
"Razor blades",7.161473,6.89,"2011-07-01"
"Men's hair'",14.20128,11,"2011-07-01"
"Softback book",7.639255,7.99,"2011-08-01"
"Razor blades",7.315773,6.99,"2011-08-01"
"Kerosene",584.9936,579.6,"2011-08-01"
"Men's hair'",14.16233,11,"2011-08-01"
"Women's hair'",30.37797,28.9,"2011-08-01"
"Oil",9.0528,8.99,"2011-08-01"
"Hardback book",14.06343,15,"2011-08-01"
".",5.195912,4.85,"2011-08-01"
"Kerosene",599.5269,597.98,"2011-09-01"
".",5.206013,4.875,"2011-09-01"
"Softback book",7.749437,7.99,"2011-09-01"
"Oil",9.269587,9.19,"2011-09-01"
"Razor blades",7.223857,6.89,"2011-09-01"
"Men's hair'",14.12111,11,"2011-09-01"
"Hardback book",13.88634,13.99,"2011-09-01"
"Women's hair'",30.35894,28.9,"2011-09-01"
"Kerosene",597.3904,593.25,"2011-10-01"
"Oil",9.220339,8.99,"2011-10-01"
"Hardback book",13.90023,13.99,"2011-10-01"
"Razor blades",7.208428,6.89,"2011-10-01"
"Softback book",7.817187,8.99,"2011-10-01"
"Women's hair'",30.51278,28.975,"2011-10-01"
"Men's hair'",14.33141,11,"2011-10-01"
".",5.204402,4.9,"2011-10-01"
"Softback book",7.695063,8.99,"2011-11-01"
"Hardback book",12.68453,13,"2011-11-01"
"Oil",9.28432,9,"2011-11-01"
"Kerosene",637.4342,634.2,"2011-11-01"
"Women's hair'",30.51321,29,"2011-11-01"
"Razor blades",7.349699,6.99,"2011-11-01"
"Men's hair'",14.42119,11,"2011-11-01"
".",5.204402,4.9,"2011-11-01"
"Softback book",7.56642,8.99,"2011-12-01"
"Men's hair'",14.3647,11,"2011-12-01"
"Women's hair'",30.54234,28.9,"2011-12-01"
".",5.203416,4.9,"2011-12-01"
"Razor blades",7.225492,6.89,"2011-12-01"
"Kerosene",641.2004,635.195,"2011-12-01"
"Hardback book",12.04721,10,"2011-12-01"
"Oil",9.3656,9.37,"2011-12-01"
"Hardback book",11.28731,10,"2012-01-01"
"Women's hair'",30.52519,28.975,"2012-01-01"
"Kerosene",639.4537,629.48,"2012-01-01"
".",5.207143,4.85,"2012-01-01"
"Men's hair'",14.40201,11,"2012-01-01"
"Oil",9.340806,9.355,"2012-01-01"
"Razor blades",7.26072,6.89,"2012-01-01"
"Softback book",7.587066,7.99,"2012-01-01"
".",5.212579,4.9,"2012-02-01"
"Softback book",7.86097,7.99,"2012-02-01"
"Teen book",6.460761,5.99,"2012-02-01"
"Kerosene",654.5023,650.48,"2012-02-01"
"Oil",9.618608,9.37,"2012-02-01"
"Men's hair'",14.51547,11,"2012-02-01"
"Razor blades",7.609328,7.14,"2012-02-01"
"Hardback book",14.85146,16,"2012-02-01"
"Women's hair'",30.95865,29.6,"2012-02-01"
".",5.236478,4.9,"2012-03-01"
"Men's hair'",14.3702,11,"2012-03-01"
"Teen book",6.103654,5.99,"2012-03-01"
"Softback book",7.022071,7.99,"2012-03-01"
"Kerosene",663.0201,660.34,"2012-03-01"
"Hardback book",14.20117,12.99,"2012-03-01"
"Razor blades",7.60479,6.99,"2012-03-01"
"Women's hair'",30.90946,29.5,"2012-03-01"
"Oil",9.502417,9.48,"2012-03-01"
"Hardback book",14.35,14.99,"2012-04-01"
"Women's hair'",31.19128,29.5,"2012-04-01"
"Softback book",7.076201,7.99,"2012-04-01"
"Teen book",6.200469,6.99,"2012-04-01"
"Men's hair'",14.47282,11,"2012-04-01"
"Oil",9.457731,8.99,"2012-04-01"
"Kerosene",652.7117,650.37,"2012-04-01"
"Razor blades",7.49224,7,"2012-04-01"
".",5.257547,5,"2012-04-01"
"Kerosene",618.2943,609.63,"2012-05-01"
"Oil",9.477797,8.99,"2012-05-01"
"Men's hair'",14.37508,11,"2012-05-01"
"Teen book",6.012,5.99,"2012-05-01"
".",5.297799,5,"2012-05-01"
"Women's hair'",31.0106,29,"2012-05-01"
"Razor blades",7.704186,7.14,"2012-05-01"
"Hardback book",12.84394,12.99,"2012-05-01"
"Softback book",6.733575,6.99,"2012-05-01"
"Teen book",5.965086,6.99,"2012-06-01"
"Women's hair'",31.26732,29,"2012-06-01"
"Hardback book",13.20068,12.99,"2012-06-01"
".",5.326415,5,"2012-06-01"
"Men's hair'",14.76454,11,"2012-06-01"
"Razor blades",7.771579,7.19,"2012-06-01"
"Kerosene",569.4926,566.79,"2012-06-01"
"Softback book",6.914425,7.99,"2012-06-01"
"Oil",9.623565,9.29,"2012-06-01"
"Women's hair'",31.35842,29.25,"2012-07-01"
"Oil",9.194538,8.99,"2012-07-01"
".",5.267143,5,"2012-07-01"
"Softback book",7.861895,7.99,"2012-07-01"
"Kerosene",585.5637,576.45,"2012-07-01"
"Razor blades",7.868015,7.49,"2012-07-01"
"Hardback book",11.73252,11.99,"2012-07-01"
"Teen book",6.042174,6.99,"2012-07-01"
"Men's hair'",14.69617,11,"2012-07-01"
".",5.27039,5,"2012-08-01"
"Razor blades",7.915401,7.5,"2012-08-01"
"Men's hair'",14.84307,11.5,"2012-08-01"
"Softback book",7.300266,7.99,"2012-08-01"
"Hardback book",12.35956,12.99,"2012-08-01"
"Oil",9.155785,8.99,"2012-08-01"
"Women's hair'",31.65695,29.95,"2012-08-01"
"Kerosene",627.2318,619.765,"2012-08-01"
"Teen book",5.936109,6.99,"2012-08-01"
"Men's hair'",14.99853,11.75,"2012-09-01"
".",5.249281,5,"2012-09-01"
"Razor blades",7.999787,7.5,"2012-09-01"
"Women's hair'",31.65759,29.825,"2012-09-01"
"Softback book",7.745723,7.99,"2012-09-01"
"Oil",9.058115,8.99,"2012-09-01"
"Hardback book",12.63354,12.99,"2012-09-01"
"Kerosene",646.7861,639.98,"2012-09-01"
"Teen book",6.195507,6.99,"2012-09-01"
"Hardback book",13.53723,15,"2012-10-01"
"Kerosene",651.9332,649.9,"2012-10-01"
"Oil",9.329745,8.99,"2012-10-01"
"Teen book",6.176375,5.99,"2012-10-01"
"Women's hair'",31.87773,30,"2012-10-01"
"Razor blades",8.040072,7.495,"2012-10-01"
"Men's hair'",15.12402,12,"2012-10-01"
"Softback book",7.344383,7.99,"2012-10-01"
".",5.252532,5,"2012-10-01"
".",5.245513,5,"2012-11-01"
"Men's hair'",15.10529,11.5,"2012-11-01"
"Kerosene",636.4686,629.48,"2012-11-01"
"Oil",9.345225,8.99,"2012-11-01"
"Softback book",7.512037,7.99,"2012-11-01"
"Teen book",6.213482,5.99,"2012-11-01"
"Hardback book",11.56149,9.99,"2012-11-01"
"Razor blades",8.008214,7.78,"2012-11-01"
"Women's hair'",31.96182,30,"2012-11-01"
"Kerosene",676.3064,675.885,"2012-12-01"
"Softback book",7.554146,7.99,"2012-12-01"
"Oil",9.49017,8.99,"2012-12-01"
"Teen book",6.356491,5.99,"2012-12-01"
"Hardback book",12.40462,10,"2012-12-01"
"Women's hair'",31.74969,30,"2012-12-01"
"Razor blades",7.980935,7.5,"2012-12-01"
".",5.35,5,"2012-12-01"
"Men's hair'",14.88681,11.25,"2012-12-01"
"Hardback book",12.11952,10,"2013-01-01"
"Razor blades",8.025789,7.5,"2013-01-01"
"Teen book",6.375745,6.24,"2013-01-01"
"Women's hair'",31.75368,30,"2013-01-01"
"Softback book",7.500584,7.99,"2013-01-01"
".",5.355901,5,"2013-01-01"
"Kerosene",660.7819,660.98,"2013-01-01"
